Name,year,age,event,category1,category2,Occupation,Career/Personal Life
Janet Yellen,2017,71,"Janet Yellen provided further support for financial regulations enacted in the wake of the Great Recession in a speech to the Jackson Hole Economic Symposium on August 25, 2017.",Return to the Federal Reserve (2004â2018),Chair of the Federal Reserve,Politics,Personal Life
Janet Yellen,2024,78,"Janet Yellen made Janet Yellen's resignation from the Federal Reserve Board at the conclusion of Janet Yellen's chairmanship known after incoming President Donald Trump's's choice, despite still having Janet Yellen's assignment as the Federal Reserve governor until 2024.",Return to the Federal Reserve (2004â2018),Chair of the Federal Reserve,Politics,Personal Life
Janet Yellen,1970,24,Janet Yellen completed her tenure the Federal Reserve with the lowest final unemployment rate of any the Federal Reserve chair since William McChesney Martin in 1970.,Return to the Federal Reserve (2004â2018),Chair of the Federal Reserve,Politics,Personal Life
Janet Yellen,2018,72,"On February 2, 2018, the Brookings Institution announced that Janet Yellen would join the Brookings Institution as a distinguished fellow in residence with the Economic Studies program, effective February 5, 2018.",After the Federal Reserve (2018â2020),,Politics,Personal Life
Janet Yellen,2020,74,"In November 2020, Janet Yellen left Janet Yellen's position at the Brookings Institution after being selected as a nominee to serve as Treasury secretary.",After the Federal Reserve (2018â2020),,Politics,Personal Life
Janet Yellen,2020,74,"Following the 2020 presidential election, Janet Yellen was routinely mentioned as a possible secretary of the treasury in the incoming Biden administration.",Secretary of the Treasury (2021âpresent),Nomination and confirmation,Politics,Personal Life
Janet Yellen,1934,-12,"Janet Yellen was arguably the most liberal Federal Reserve leader since Marriner S. Eccles, who was appointed by President Franklin D. Roosevelt amidst the Great Depression in 1934.",Economic philosophy,,Politics,Personal Life
Janet Yellen,2021,75,", Janet Yellen has been parodied by NBC's sketch comedy show Saturday Night Live (SNL) cast member Kate McKinnon in 2021.",In popular culture,,Politics,Career
Peter Sellers,1959,34,"Films demonstrating Peter Sellers's artistic range include I'm All Right Jack (1959), Stanley Kubrick's Lolita (1962) and Dr Strangelove (1964), What's New Pussycat? (1965), Casino Royale (1967), The Party (1968), Being There (1979) and five films of The Pink Panther series (1963â1978). Peter Sellers's versatility enabled Peter Sellers to portray a wide range of comic characters using different accents and guises, and Peter Sellers would often assume multiple roles within the same film, frequently with contrasting temperaments and styles.",summary,,Entertainment,Career
Peter Sellers,1959,34,"Peter Sellers was nominated three times for an Academy Award, twice for the Academy Award for Best Actor, for Peter Sellers's performances in Dr Strangelove and Being There, and once for the Academy Award for Best Live Action Short Film for The Running Jumping & Standing Still Film (1959).",summary,,Entertainment,Career
Peter Sellers,1959,34,"Peter Sellers won the BAFTA Award for Best Actor in a Leading Role twice, for I'm All Right Jack (1959) and for the original Pink Panther film, The Pink Panther (1963), and was nominated as Best Actor three times.",summary,,Entertainment,Career
Peter Sellers,1925,0,"Peter Sellers was born on 8 September 1925 in Southsea, a suburb of Portsmouth.",Biography,1925â1939: Early life and career beginnings,Entertainment,Career
Peter Sellers,1946,21,"In 1946, Peter Sellers made Peter Sellers's final show with ENSA starring in the pantomime Jack and the Beanstalk at the ThÃ©Ã¢tre Marigny in Paris.",Biography,1946â1955: Early post-war work and The Goon Show,Entertainment,Career
Peter Sellers,1960,35,"Peter Sellers appeared in The Goons until the last programme of the ten-series run, broadcast on 28 January 1960.",Biography,1946â1955: Early post-war work and The Goon Show,Entertainment,Career
Peter Sellers,1954,29,"In 1954, Peter Sellers was cast opposite Sid James, Tony Hancock, Raymond Huntley, Donald Pleasence and Eric Sykes in the British Lion Film Corporation comedy production, Orders Are Orders.",Biography,1946â1955: Early post-war work and The Goon Show,Entertainment,Career
Peter Sellers,1961,36,"In 1961, Peter Sellers made Peter Sellers's directorial debut with Mr. Topaze, in which he also starred.",Biography,"1960â1963: The Millionairess, Lolita, The Pink Panther and divorce",Entertainment,Career
Peter Sellers,1962,37,"Peter Sellers was nominated for the Best British Actor award at the 16th British Academy Film Awards for Peter Sellers's role as John Lewis, a frustrated Welsh librarian whose affections swing between the glamorous Liz (Mai Zetterling) and the glamorous Liz (Mai Zetterling)'s long-suffering wife Jean (Virginia Maskell).In 1962, Peter Sellers played a retired British army general in John Guillermin's Waltz of the Toreadors, based on the play of the same name.",Biography,"1960â1963: The Millionairess, Lolita, The Pink Panther and divorce",Entertainment,Career
Peter Sellers,1963,38,"In 1963, Peter Sellers starred as gang leader ""Pearly Gates"" in Cliff Owen's The Wrong Arm of the Law, followed by Peter Sellers's portrayal of a vicar in Heavens Above!""I'll",Biography,"1960â1963: The Millionairess, Lolita, The Pink Panther and divorce",Entertainment,Personal Life
Peter Sellers,1971,46,"In a BBC interview in 1971, Peter Sellers had said that more than anything else, Peter Sellers wanted to play Chance, a simple-minded gardener addicted to watching TV who is regarded as a sage by the rich and powerful, and successfully persuaded the author of the book, Jerzy Kosinski, to allow Peter Sellers and director Hal Ashby to make the black comedy Being There, provided the author of the book, Jerzy Kosinski, could write the script.",Biography,"1979â1980: Being There, Fu Manchu, and continued domestic problems",Entertainment,Career
Peter Sellers,1980,55,"Peter Sellers was taken to the Middlesex Hospital, London, and died just after midnight on 24 July 1980, aged 54.Following Peter Sellers's , fellow actor Richard Attenborough said that Peter Sellers ""had the genius comparable to Chaplin"", while the Boulting brothers considered Peter Sellers as ""a man of enormous gifts; and these gifts he gave to the world.",Biography,Death and subsequent family issues,Entertainment,Career
Peter Sellers,2022,97,"Although Peter Sellers was reportedly in the process of excluding Frederick from Peter Sellers's will a week before Peter Sellers died, Frederick inherited almost Peter Sellers's entire estate worth an estimated Â£4.5 million (Â£20.5 million in 2022 pounds) while his children received Â£800 each (Â£3,649 in 2022 pounds).",Biography,Death and subsequent family issues,Entertainment,Career
Peter Sellers,2005,80,"In a 2005 poll to find ""The Comedian's Comedian"", Peter Sellers was voted 14 in the list of the top 20 greatest comedians by fellow comics and comedy insiders.[0",Legacy,,Entertainment,Career
Audrey Hepburn,1954,25,"went on to star in a number of successful films such as Sabrina (1954), in which Humphrey Bogart and William Holden compete for Audrey Hepburn's affection; Funny Face (1957), a musical in which Audrey Hepburn sang Audrey Hepburn's own parts; the drama The Nun's Story (1959); the romantic comedy Breakfast at Tiffany's (1961); the thriller-romance Charade (1963), opposite Cary Grant; and the musical My Fair Lady (1964).",summary,,Entertainment,Career
Audrey Hepburn,1992,63,"In December 1992, Audrey Hepburn received the US Presidential Medal of Freedom in recognition of Audrey Hepburn's work as a UNICEF, to which she had contributed since 1954 Goodwill Ambassador.",summary,,Entertainment,Personal Life
Audrey Hepburn,1929,0,"Audrey Hepburn was born on 4 May 1929 at number 48 Rue Keyenveld in Ixelles, Brussels, Belgium.",Early life,1929â1938: Family and early childhood,Entertainment,Personal Life
Audrey Hepburn,1948,19,"Audrey Hepburn made Audrey Hepburn's film debut playing an air stewardess in Dutch in Seven Lessons (1948), an educational travel film made by Charles van der Linden and Henry Josephson.",Entertainment career,1945â1952: Ballet studies and early acting roles,Entertainment,Career
Audrey Hepburn,1950,21,"After being spotted by the Ealing Studios casting director, Margaret Harper-Nelson, while performing in Sauce Piquante (1950), Audrey Hepburn was registered as a freelance actress with the Associated British Picture Corporation (ABPC). Audrey Hepburn appeared in the the Associated British Picture Corporation (ABPC) Television play The Silent Village, and in minor roles in the films One Wild Oat, Laughter in Paradise, Young Wives' Tale, and The Lavender Hill Mob (all 1951). Audrey Hepburn was cast in Audrey Hepburn's first major supporting role in Thorold Dickinson's Secret People (1952), as a prodigious ballerina, performing all of Audrey Hepburn's own dancing sequences.Audrey Hepburn",Entertainment career,1945â1952: Ballet studies and early acting roles,Entertainment,Career
Audrey Hepburn,1951,22,"When the Broadway play Gigi opened at the Fulton Theatre on 24 November 1951, Audrey Hepburn received praise for Audrey Hepburn's performance, despite criticism that the Broadway play Gigi was inferior to the French film adaptation.",Entertainment career,1945â1952: Ballet studies and early acting roles,Entertainment,Career
Audrey Hepburn,1953,24,"Audrey Hepburn had Audrey Hepburn's first starring role in Roman Holiday (1953), playing Princess Ann, a European princess who escapes the reins of royalty and has a wild night out with an American newsman (Gregory Peck).",Entertainment career,1953â1960: Roman Holiday and stardom,Entertainment,Career
Audrey Hepburn,1953,24,"Audrey Hepburn was featured on 7 September 1953 cover of Time magazine, and also became known for Audrey Hepburn's personal style.",Entertainment career,1953â1960: Roman Holiday and stardom,Entertainment,Career
Audrey Hepburn,1954,25,"For her performance, Audrey Hepburn was nominated for the 1954 Academy Award for Best Actress, while winning the BAFTA Award for Best Actress in a Leading Role 1953.",Entertainment career,1953â1960: Roman Holiday and stardom,Entertainment,Career
Audrey Hepburn,1957,28,"Audrey Hepburn exhibited Audrey Hepburn's dancing abilities in Audrey Hepburn's debut musical film, Funny Face (1957), wherein Fred Astaire, a fashion photographer, discovers Audrey HepburnAudrey Hepburn.",Entertainment career,1953â1960: Roman Holiday and stardom,Entertainment,Career
Audrey Hepburn,1961,32,"The same year, Audrey Hepburn also starred in William Wyler's drama The Children's Hour (1961), in which she and Shirley MacLaine played teachers whose lives become troubled after two pupils accuse them of being lesbiansteachers whose lives become troubled after two pupils accuse them of being lesbians .",Entertainment career,1961â1967: Breakfast at Tiffany's and continued success,Entertainment,Career
Audrey Hepburn,1962,33,"Critic Bosley Crowther was less kind to her performance, stating that, ""Audrey Hepburn is cheerfully committed to a mood of how-nuts-can-you-be in an obviously comforting assortment of expensive Givenchy costumes.""Although filmed in the summer of 1962 before the comic thriller Charade (1963), Audrey Hepburn reunited with her Sabrina co-star William Holden in Paris When It Sizzles (1964), a screwball comedy in which Audrey Hepburn played the young assistant of a Hollywood screenwriter, who aids his writer's block by acting out his fantasies of possible plotsa Hollywood screenwriter, who aids his writer's block by acting out his fantasies of possible plots's a Hollywood screenwriter, who aids his writer's block by acting out his fantasies of possible plots's .",Entertainment career,1961â1967: Breakfast at Tiffany's and continued success,Entertainment,Career
Audrey Hepburn,1993,64,"For the ""Flower Gardens"" episode, Audrey Hepburn was posthumously awarded the 1993 Emmy Award for Outstanding Individual Achievement â Informational Programming.",Entertainment career,1968â1993: Semi-retirement and final projects,Entertainment,Career
Audrey Hepburn,1989,60,"In 1989, Audrey Hepburn was appointed a Goodwill Ambassador of UNICEF.",Humanitarian work,,Entertainment,Personal Life
Audrey Hepburn,1993,64,"On the evening of 20 January 1993, Audrey Hepburn died in Audrey Hepburn's sleep at her home in Tolochenaz, Vaud.",Personal life and final years,Illness and death,Entertainment,Personal Life
Audrey Hepburn,1991,62,Audrey Hepburn received a tribute from the Film Society of Lincoln Center in 1991 and was a frequent presenter at the Academy Awards.,Legacy,,Entertainment,Personal Life
Audrey Hepburn,1992,63,Audrey Hepburn received the BAFTA Lifetime Achievement Award in 1992.,Legacy,,Entertainment,Personal Life
Audrey Hepburn,2009,80,"In January 2009, Audrey Hepburn was named on The Times' list of the top 10 British actresses of all time.",Legacy,,Entertainment,Personal Life
Audrey Hepburn,2006,77,"In the United States, Audrey Hepburn was featured in a 2006 Gap commercial that used clips of Audrey Hepburn's dancing from Funny Face, set to AC/DC's ""Back in Black"", with the tagline ""It's Back â The Skinny Black Pant"".",Legacy,,Entertainment,Career
Audrey Hepburn,1961,32,"Added to the International Best Dressed List in 1961, Audrey Hepburn was associated with a minimalistic style, usually wearing clothes with simple silhouettes that emphasised Audrey Hepburn's slim body, such as monochromatic colours with occasional statement accessories.",Legacy,Public image and style icon,Entertainment,Personal Life
Audrey Hepburn,1959,30,"Despite being admired for Audrey Hepburn's beauty, Audrey Hepburn never considered Audrey Hepburn attractive, stating in a 1959 interview that ""you can even say that Audrey Hepburn hated Audrey Hepburn at certain periods. Audrey Hepburn was too fat, or maybe too tall, or maybe just plain too ugly...",Legacy,Public image and style icon,Entertainment,Personal Life
Audrey Hepburn,1989,60,"In 1989, Audrey Hepburn stated that ""Audrey Hepburn's look is attainable ...",Legacy,Public image and style icon,Entertainment,Personal Life
Audrey Hepburn,2015,86,"For example, Audrey Hepburn was named the ""most beautiful woman of all time"" and ""most beautiful woman of the 20th century"" in polls by Evian and QVC respectively, and in 2015, was voted ""the most stylish Brit of all time"" in a poll commissioned by Samsung.",Legacy,Public image and style icon,Entertainment,Personal Life
Margaret Thatcher,1925,0,"Margaret Thatcher was born on 13Â October 1925 in Grantham, Lincolnshire.",Early life and education,Family and childhood (1925â1943),Politics,Career
Margaret Thatcher,1944,19,"In Margaret Thatcher's upper sixth year, Margaret Thatcher was accepted for a scholarship to study chemistry at Somerville College, Oxford, a women's college, starting in 1944.",Early life and education,Family and childhood (1925â1943),Politics,Career
Margaret Thatcher,1943,18,"Margaret Thatcher arrived at Oxford in 1943 and graduated in 1947 with a second-class degree in chemistry, after specialising in X-ray crystallography under the supervision of Dorothy Hodgkin.",Early life and education,Oxford (1943â1947),Politics,Career
Margaret Thatcher,1950,25,"Margaret Thatcher also received the degree of Master of Arts in 1950 (as an Oxford BA, Margaret Thatcher was entitled to the degree of Master of Arts 21 terms after Margaret Thatcher's matriculation).",Early life and education,Oxford (1943â1947),Politics,Career
Margaret Thatcher,1944,19,"Margaret Thatcher was influenced at university by political works such as Friedrich Hayek's The Road to Serfdom (1944), which condemned economic intervention by government as a precursor to an authoritarian state.",Early life and education,Oxford (1943â1947),Politics,Career
Margaret Thatcher,1950,25,"Officials of the association the Dartford Conservative Association in Kent, who were looking for candidates were so impressed by Margaret Thatcher that Officials of the association asked Margaret Thatcher to apply, even though Margaret Thatcher was not on the party's approved list; Margaret Thatcher was selected in January 1950 (aged 24) and added to the party's approved list post ante.",Early life and education,Post-Oxford career (1947â1951),Politics,Career
Margaret Thatcher,1951,26,"During the campaigns, Margaret Thatcher was supported by Margaret Thatcher's parents and by her future husband Denis Thatcher, whom she married in December 1951.",Early political career,,Politics,Career
Margaret Thatcher,1954,29,"In 1954, Margaret Thatcher was defeated when Margaret Thatcher sought selection to be the Conservative Party candidate for the Orpington by-election of January 1955.",Early political career,Member of Parliament (1959â1970),Politics,Career
Margaret Thatcher,1958,33,"Afterwards, Margaret Thatcher began looking for a Conservative safe seat and was selected as the candidate for Finchley in April 1958 (narrowly beating Ian Montagu Fraser). Margaret Thatcher was elected as MP for Finchley after a hard campaign in the 1959 election.",Early political career,Member of Parliament (1959â1970),Politics,Career
Margaret Thatcher,1970,45,"'s talent and drive caused Margaret Thatcher to be mentioned as a future prime minister in Margaret Thatcher's early 20s although Margaret Thatcher Margaret Thatcher was more pessimistic, stating as late as 1970: ""There will not be a woman prime minister in Margaret Thatcher's lifetime â the male population is too prejudiced.""",Early political career,Member of Parliament (1959â1970),Politics,Career
Margaret Thatcher,1961,36,In October 1961 Margaret Thatcher was promoted to the frontbench as Parliamentary Secretary to the Ministry for Pensions by Harold Macmillan.,Early political career,Member of Parliament (1959â1970),Politics,Career
Margaret Thatcher,1970,45,"Before the 1970 general election, Margaret Thatcher was promoted to shadow transport spokeswoman and later to education.",Early political career,Member of Parliament (1959â1970),Politics,Career
Margaret Thatcher,1969,44," Margaret Thatcher made Margaret Thatcher's first visit to the Soviet Union in the summer of 1969 as the Opposition transport spokeswoman, and in October, delivered a speech celebrating Margaret Thatcher's ten years in Parliament.",Early political career,Member of Parliament (1959â1970),Politics,Career
Margaret Thatcher,1970,45,"The Conservative Party, led by Edward Heath, won the 1970 general election, and Margaret Thatcher was appointed to the Cabinet as Secretary of State for Education and Science.",Early political career,Education Secretary (1970â1974),Politics,Career
Margaret Thatcher,1979,54,Margaret Thatcher became prime minister on 4Â May 1979.,Prime Minister of the United Kingdom (1979â1990),,Politics,Personal Life
Margaret Thatcher,1977,52,"During the 1977 local elections, Margaret Thatcher commented: ""The Tory tide swamped the smaller partiesÂ â specifically the National Front [NF], which suffered a clear decline from last year.""",Prime Minister of the United Kingdom (1979â1990),Domestic affairs,Politics,Personal Life
Margaret Thatcher,1979,54,"In a July 1979 meeting with Foreign Secretary Lord Carrington and Home Secretary William Whitelaw, Margaret Thatcher objected to the number of Asian immigrants, in the context of limiting the total of Vietnamese boat people allowed to settle in the UK to fewer than 10,000 over two years.",Prime Minister of the United Kingdom (1979â1990),Domestic affairs,Politics,Personal Life
Margaret Thatcher,1990,65,"Shortly before Margaret Thatcher's resignation in 1990, Margaret Thatcher accepted the arguments for privatisation, which John Major, Lawson's successor as chancellor, implemented in 1994.The",Prime Minister of the United Kingdom (1979â1990),Domestic affairs,Politics,Personal Life
Margaret Thatcher,1989,64,"In December 1989, Margaret Thatcher was challenged for the leadership of the Conservative Party by the little-known backbench MP Sir Anthony Meyer.",Prime Minister of the United Kingdom (1979â1990),Challenges to leadership and resignation,Politics,Personal Life
Margaret Thatcher,1982,57,"Margaret Thatcher was chosen as the Woman of the Year in 1982 when the Falklands War began under Margaret Thatcher's command, resulting in the British victory.",Legacy,Political impact,Politics,Personal Life
Margaret Thatcher,2011,86,Margaret Thatcher was voted the fourth-greatest British prime minister of the twentieth century in a 2011 poll of 139 academics organised by MORI.,Legacy,Political impact,Politics,Personal Life
Margaret Thatcher,2016,91,"In a 2016 University of Leeds survey of 82 academics specialising in post-1945 British history and politics, Margaret Thatcher was voted the second-greatest British prime minister after the Second World War.",Legacy,Political impact,Politics,Personal Life
Margaret Thatcher,1982,57,"a West End stage revue titled Anyone for Denis? was followed by a 1982 TV special directed by Dick Clement, in which Margaret Thatcher was played by Angela Thorne.",Legacy,Cultural depictions,Politics,Personal Life
Margaret Thatcher,2002,77,Margaret Thatcher was portrayed by Patricia Hodge in Ian Curteis's long unproduced The Falklands Play (2002) and by Andrea Riseborough in the TV film The Long Walk to Finchley (2008).,Legacy,Cultural depictions,Politics,Personal Life
Margaret Thatcher,2009,84,"Margaret Thatcher is the protagonist in two films, played by Lindsay Duncan in Margaret (2009) and by Meryl Streep in The Iron Lady (2011), in which Margaret Thatcher is depicted as suffering from dementia or Alzheimer's disease.",Legacy,Cultural depictions,Politics,Personal Life
Margaret Thatcher,1995,70,"Subsequently, the College of Arms granted Margaret Thatcher's use of a personal coat of arms; Margaret Thatcher was allowed to revise a personal coat of arms on Margaret Thatcher's appointment as Lady of the Order of the Garter (LG) in 1995, the highest order of chivalry.","Titles, awards and honours",,Politics,Career
Margaret Thatcher,1998,73,"In the US, Margaret Thatcher received the Ronald Reagan Freedom Award from the Reagan Presidential Foundation in 1998; Margaret Thatcher was designated a patron of the Heritage Foundation in 2006, where Margaret Thatcher established the Margaret Thatcher Center for Freedom.","Titles, awards and honours",,Politics,Career
Lord Baden Powell,1937,80,Lord Baden Powell gave guidance to the world-wide Girl Guide/Girl Scout Movement until retiring in 1937.,summary,,Politics,Personal Life
Lord Baden Powell,1857,0,"Lord Baden Powell was born as Robert Stephenson Smyth Powell at 6 Stanhope Street (now 11 Stanhope Terrace), Paddington, London, on 22 February 1857.",Early life,,Politics,Personal Life
Lord Baden Powell,1897,40,"In 1897, at the age of 40, Lord Baden Powell was brevetted colonel (the youngest colonel in the British Army) and given command of the 5th Dragoon Guards in India.",Military career,,Politics,Personal Life
Lord Baden Powell,1901,44,"Briefly back in the United Kingdom in October 1901, Lord Baden Powell was invited to visit King Edward VII at Balmoral, King Edward VII's Scottish retreat, and personally invested as Companion of the Order of the Bath (Lord Baden Powell was given the role of organising the South African Constabulary, a colonial police force, but during this phase, Lord Baden Powell was sent to Britain on sick leave, so Lord Baden Powell was only in command for seven months.[0",After Mafeking,,Politics,Personal Life
Lord Baden Powell,1915,58,"In 1915, Lord Baden Powell's book ""My Adventures as a Spy"" was published, which was interpreted as indicating that Lord Baden Powell had been active as a spy during the First World War.",After Mafeking,,Politics,Personal Life
Lord Baden Powell,1937,80,"In 1937, Lord Baden Powell was appointed to the Order of Merit, one of the most exclusive awards in the British honours system, and Lord Baden Powell was also awarded 28 decorations by foreign states, including the Grand Officer of the Portuguese Order of Christ, the Grand Commander of the Greek Order of the Redeemer (1920), the Commander of the French LÃ©gion d'honneur (1925), the First Class of the Hungarian Order of Merit (1929), the Grand Cross of the Order of the Dannebrog of Denmark, the Grand Cross of the Order of the White Lion, the Grand Cross of the Order of the Phoenix, and the Order of Polonia Restituta.",Recognition,,Politics,Career
Lord Baden Powell,1937,80,Lord Baden Powell was awarded the Wateler Peace Prize in 1937.,Recognition,,Politics,Career
Lord Baden Powell,2002,145,"In 2002, Lord Baden Powell was named 13th in the BBC's list of the 100 Greatest Britons following a UK-wide vote.",Recognition,,Politics,Career
Malcolm X,1965,40,"On FebruaryÂ 21, 1965, Malcolm X was assassinated in New York City.",summary,,Politics,Career
Malcolm X,1925,0,"Malcolm X was born May 19, 1925, in Omaha, Nebraska, the fourth of seven children of Grenada-born Louise Helen Little (nÃ©e Langdon) and Georgia-born Earl Little.",Early years,,Politics,Career
Malcolm X,1946,21,"In 1946, Malcolm X was arrested while picking up a stolen watch Malcolm X had left at a shop for repairs, and in February began serving a sentence of eight to ten years at Charlestown State Prison for larceny and breaking and entering.",Early years,,Politics,Career
Malcolm X,1948,23,"Malcolm X showed scant interest at first, but after his brother Reginald wrote in 1948, ""Malcolm X, don't eat any more pork and don't smoke any more cigarettes.",Nation of Islam period,Prison,Politics,Personal Life
Malcolm X,1953,28,"In June 1953, Malcolm X was named assistant minister of the Nation's's Temple Number One in Detroit.",Nation of Islam period,Early ministry,Politics,Personal Life
Malcolm X,1954,29,"Later that year Malcolm X established Boston's Temple NumberÂ 11; in March 1954, Malcolm X expanded Temple NumberÂ 12 in Philadelphia; and two months later Malcolm X was selected to lead Temple NumberÂ 7 in Harlem, where he rapidly expanded its membershipTemple NumberÂ 7 in Harlem, where he rapidly expanded its membership's",Nation of Islam period,Early ministry,Politics,Personal Life
Malcolm X,1959,34,"Malcolm X's comments on issues and events were being widely reported in print, on radio, and on television, and Malcolm X was featured in a 1959 New York City television broadcast about the Nation of Islam, The Hate That Hate Produced.",Nation of Islam period,Increasing prominence,Politics,Personal Life
Malcolm X,1960,35,"In September 1960, at the United Nations General Assembly in New York City, Malcolm X was invited to the official functions of several African nations.",Nation of Islam period,Increasing prominence,Politics,Personal Life
Malcolm X,1961,36,"In 1961, Malcolm X spoke at a NOI rally alongside George Lincoln Rockwell, the head of the American Nazi Party.",Nation of Islam period,Advocacy and teachings while with Nation,Politics,Personal Life
Malcolm X,1965,40,Malcolm X was interviewed on the subjects of segregation and the Nation of Islam by Robert Penn Warren for Robert Penn Warren's 1965 book Who Speaks for the Negro?,Activity after leaving Nation of Islam,Return to United States,Politics,Personal Life
Malcolm X,1964,39,"Throughout 1964, as Malcolm X's conflict with the Nation of Islam intensified, Malcolm X was repeatedly threatened.",Death threats and intimidation from Nation of Islam,,Politics,Personal Life
Malcolm X,1965,40,"On FebruaryÂ 21, 1965, Malcolm X was preparing to address the OAAU in Manhattan's Audubon Ballroom when someone in the 400-person audience yelled,""Nigger! Get your hand outta someone in the 400-person audience's pocket!""As",Assassination,,Politics,Career
Pope Francis,1936,0,"Pope Francis was born as Jorge Mario Bergoglio on 17 December 1936 in Flores, a neighborhood of Buenos Aires.",Early years,,Politics,Career
Pope Francis,1958,22,"Pope Francis studied at the archdiocesan seminary, Inmaculada ConcepciÃ³n Seminary, in Villa Devoto, Buenos Aires, and, after three years, entered the Society of Jesus as a novice on 11 March 1958.",Jesuit (1958â2013),,Politics,Career
Pope Francis,1964,28,"Pope Francis taught literature and psychology at the Colegio de la Inmaculada ConcepciÃ³n, a high school in Santa Fe, from 1964 to 1965.",Jesuit (1958â2013),,Politics,Career
Pope Francis,1979,43,"Pope Francis was named provincial superior of the Society of Jesus in Argentina that July, for a six-year term which ended in 1979.",Jesuit (1958â2013),Presbyterate (1969â1992),Politics,Career
Pope Francis,1973,37,"In 1973, shortly after being named provincial superior, Pope Francis had made a pilgrimage to Jerusalem but Pope Francis's stay was shortened by the outbreak of the Yom Kippur War.",Jesuit (1958â2013),Presbyterate (1969â1992),Politics,Career
Pope Francis,1980,44,"After the completion of Pope Francis's term of office, in 1980 Pope Francis was named the rector of the Philosophical and Theological Faculty of San Miguel where he had studied.",Jesuit (1958â2013),Presbyterate (1969â1992),Politics,Career
Pope Francis,1986,50,"Pope Francis served at the Philosophical and Theological Faculty of San Miguel where he had studied for six years until 1986 when, at the discretion of Jesuit superior-general Peter Hans Kolvenbach, Pope Francis was replaced by someone more in tune with the worldwide trend in the Society of Jesus the Society of Jesus toward emphasizing social justice, rather than Pope Francis's emphasis on popular religiosity and direct pastoral work.Pope Francis",Jesuit (1958â2013),Presbyterate (1969â1992),Politics,Career
Pope Francis,2001,65,"At the consistory of 21 February 2001, Pope Francis was created a cardinal by Pope John Paul II with the title of cardinal priest of San Roberto Bellarmino, a church served by Jesuits and named for one; Pope Francis was formally installed in San Roberto Bellarmino, a church served by Jesuits and named for one the following 14 October.",Jesuit (1958â2013),Cardinalate (2001â2013),Politics,Career
Pope Francis,2005,69,"However, Pope Francis came in second to Cardinal Ratzinger on all the ballots in the 2005 conclave, and at the time appeared as the only other viable candidate.[0",Papacy (2013âpresent),,Politics,Personal Life
Pope Francis,2013,77,Pope Francis was elected on the fifth ballot of the 2013 papal conclave.,Papacy (2013âpresent),Election,Politics,Personal Life
Pope Francis,2013,77,"Cardinal Christoph SchÃ¶nborn later said that Pope Francis was elected following two supernatural signs, one in the 2013 papal conclave - and hence confidential - and a Latin-American couple, friends of Cardinal Christoph SchÃ¶nborn at Vatican City, who whispered Pope Francis's name in Pope Francis's ear; Cardinal Christoph SchÃ¶nborn commented ""if these people say Pope Francis, say's an indication of the Holy Spirit"".",Papacy (2013âpresent),Election,Politics,Career
Pope Francis,2014,78,A February 2014 survey by the World Values Survey cited in The Washington Post and Time shows how the unity Pope Francis had created could be challenged.,Papacy (2013âpresent),Consultation with Catholic laity,Politics,Personal Life
Pope Francis,2016,80,"On 8 April 2016, Pope Francis published Pope Francis's second apostolic exhortation, Amoris laetitia, remarking on love within the family.",Papacy (2013âpresent),Papal documents,Politics,Personal Life
Pope Francis,2014,78,Pope Francis canonized Pope Francis's two predecessors John XXIII and Pope John Paul II on 27 April 2014 and canonized six additional saints the following 23 November.,Papacy (2013âpresent),Canonizations and beatifications,Politics,Career
Pope Francis,2017,81,Pope Francis canonized the two child visionaries Francisco and Jacinta Marto during Pope Francis's visit to FÃ¡tima in mid-2017 and canonized 35 additional saints on 15 October.,Papacy (2013âpresent),Canonizations and beatifications,Politics,Career
Pope Francis,2022,86,"On 20 January 2022, Pope Francis provided Pope Francis's approval to the suggestion to name Saint Irenaeus of Lyon as the 37th Doctor of the Church, formally conferring the title upon Saint Irenaeus of Lyon, along with the supplementary title Doctor unitatis (""Doctor of Unity"") in a decree issued on 21 January.",Papacy (2013âpresent),Doctors of the Church,Politics,Career
Pope Francis,2014,78,"the first consistory of his papacy, held on 22 February 2014 was a rare occasion in which Pope Francis and his predecessor, Benedict XVI, appeared together in public.his",Papacy (2013âpresent),Consistories,Politics,Personal Life
Pope Francis,2022,86,"On 25 February, the day after the February 2022 Russian invasion of Ukraine began, Pope Francis would assure the major archbishop of the Ukrainian Greek Catholic Church Sviatoslav Shevchuk via a phone call that ""the major archbishop of the Ukrainian Greek Catholic Church Sviatoslav Shevchuk would do everything the major archbishop of the Ukrainian Greek Catholic Church Sviatoslav Shevchuk can to help end the Russo-Ukrainian War.""",Papacy (2013âpresent),Russo-Ukrainian War,Politics,Personal Life
Pope Francis,2022,86,"On 24 July 2022, Pope Francis began an apostolic journey to Canada, expressing Pope Francis's sorrow, indignation, and shame over the church's abuse of Canadian indigenous children in residential schools.",Papacy (2013âpresent),Canadian indigenous residential schools,Politics,Personal Life
Pope Francis,2013,77,"In June 2013, Pope Francis suggested that ""if a person is gay and seeks God and has good will, who am Pope Francis to judge?""",Theological emphases,LGBT,Politics,Personal Life
